frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
368,1,2083.1653004816962 1437.2694564182696 2753.6341229248574 2000.318102321837,2284.115966796875 1775.85498046875 2496.33447265625 1873.64501953125,0.4130329191684723,AP05JEC,0.4293110523844067
369,1,2083.8794871945347 1441.4775550653499 2756.0584660562354 2005.0060218706917,2283.78564453125 1778.4560546875 2550.35791015625 1883.539794921875,0.45320868492126465,AP05JEO,0.3228211416247147
370,1,2085.5417770782406 1445.1789969789475 2758.6608515243397 2010.441185646998,2296.074462890625 1783.8888346354167 2557.7970377604165 1890.6704915364583,0,0,0
371,1,2087.2040669619464 1448.8804388925453 2761.263236992444 2015.8763494233044,2308.36328125 1789.3216145833333 2565.2361653645835 1897.8011881510417,0,0,0
372,1,2088.8663568456523 1452.5818808061429 2763.8656224605484 2021.3115131996108,2320.652099609375 1794.75439453125 2572.67529296875 1904.931884765625,0.3439050614833832,AP05JEO,0.29331372745492185
373,1,2088.3927521707733 1453.4551250867753 2765.1511126491164 2023.44662657961,2320.01123046875 1794.63037109375 2572.640625 1904.93017578125,0.3402273952960968,AP05JEO,0.32118672155945327
374,1,2085.0949697913748 1456.4558223087915 2763.700395822045 2027.5006572046268,2353.210693359375 1803.984375 2573.49169921875 1901.419189453125,0.5105645060539246,AP05JEO,0.3077641784586437
375,1,2086.7680573977686 1461.2794299295479 2768.267601221156 2032.3818929316108,2329.1929931640625 1804.7828979492188 2582.64599609375 1910.0308227539062,0,0,0
376,1,2088.441145004163 1466.1030375503044 2772.8348066202675 2037.2631286585945,2305.17529296875 1805.5814208984375 2591.80029296875 1918.6424560546875,0.3767266869544983,AP05JEO,0.2623568385522954
377,1,2087.4740726943273 1469.3068254594486 2771.9141381588743 2041.5850190726924,2304.00439453125 1810.9677734375 2588.350341796875 1915.69873046875,0.5038604140281677,AP05JEO,0.6909384077345356
378,1,2088.1298352081817 1472.3748670080938 2772.6963702026915 2044.9605135087552,2310.8260091145835 1814.9433186848958 2586.9352213541665 1920.8877360026042,0,0,0
