frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1557,1213.0,[977.8767120056898 1238.430866116628 1564.6413761532892 1737.0731469571995],[1171.9989013671875 1539.711181640625 1346.83544921875 1645.23486328125],0.4636058211326599,LM15ZZC,0.23332453990695357
1558,560.0,[2305.671880666766 1339.288055341312 2870.1590404002554 1859.1495240544477],[2520.296630859375 1677.251220703125 2680.34423828125 1760.167236328125],0.42899107933044434,GJ06EPO,0.129518612841254
1559,560.0,[2305.9675293543787 1342.9103127210146 2871.23822041328 1862.987434382199],[2518.517578125 1677.9931640625 2674.046630859375 1765.834716796875],0.5179571509361267,GJ06EPO,0.15406495842259524
1564,560.0,[2302.4927723887845 1354.136026773102 2876.7287292440974 1875.3364295093634],[2516.0185546875 1683.4713134765625 2668.14111328125 1774.5977783203125],0.41301625967025757,GJ06EPC,0.5783826291131552
1565,560.0,[2304.093036882523 1357.810303812143 2880.080152004788 1878.9711371738426],[2530.701171875 1690.5457763671875 2684.861328125 1781.6063232421875],0.29109618067741394,GJ06EPD,0.16343785357109938
1566,560.0,[2302.6899251319896 1361.374315730297 2880.330618001753 1883.0395516185063],[2512.9765625 1693.4930419921875 2683.8046875 1781.4898681640625],0.3866327404975891,GJ06EPD,0.7002989346009517
1568,560.0,[2302.2398809287993 1365.6976037395664 2881.993171920701 1887.848489637381],[2499.9912109375 1696.803955078125 2675.857177734375 1783.71533203125],0.35366445779800415,GJ06EPD,0.31769013058513135
1569,560.0,[2303.465108851724 1370.7192568593073 2884.0097729116733 1892.3780864139235],[2516.407470703125 1700.2840576171875 2681.835205078125 1790.2093505859375],0.4136410057544708,GJ06EPD,0.31790202477821733
1577,1213.0,[944.8009366621736 1272.2787574461295 1533.5837545367094 1783.6469437156743],[1142.35498046875 1604.799072265625 1314.7099609375 1693.09619140625],0.39266112446784973,LU15ZZC,0.3027268660666819
1582,1213.0,[937.9700493552436 1277.1832360915937 1530.7626341989603 1799.8335633677598],[1137.76025390625 1611.878173828125 1326.136962890625 1706.406005859375],0.4287060499191284,LM15ZZC,0.3734971988834719
1582,560.0,[2296.509048139445 1395.3124975610413 2881.949616710596 1928.2999446038125],[2528.28125 1736.53125 2677.57568359375 1826.290283203125],0.3559649884700775,GJ06EPC,0.606210492237254
1583,560.0,[2295.074990261172 1399.398453836628 2883.9062377245486 1933.2223973535165],[2532.637939453125 1743.215087890625 2682.90087890625 1829.6474609375],0.4423830807209015,GJ06EPD,0.335361431924329
1583,1213.0,[936.4767284598593 1278.8166475312867 1530.624461357971 1802.9527825900539],[1146.9415283203125 1621.0491943359375 1316.76708984375 1711.8424072265625],0.31686100363731384,LM15ZZC,0.47569728395765176
1584,560.0,[2296.0599538320184 1404.2081076440322 2887.2038081096443 1938.446429569266],[2518.413330078125 1746.5577392578125 2676.808349609375 1830.4156494140625],0.34762775897979736,GJ06EPC,0.27915511972343926
1585,560.0,[2295.745098879423 1405.9105428064895 2888.701895053155 1940.435319985158],[2518.420166015625 1746.5394287109375 2676.895751953125 1830.415283203125],0.34793683886528015,GJ06EPC,0.27915511972343926
1588,1213.0,[924.2449686570451 1292.6035397196063 1527.0112133044247 1817.1846763336086],[1122.975830078125 1631.045166015625 1302.671142578125 1722.646484375],0.3957655131816864,LA15ZZC,0.30639438809453934
1589,1213.0,[922.3341653368179 1296.2680740562864 1526.4238603130652 1820.9648995257653],[1115.973876953125 1622.294677734375 1309.7646484375 1724.9501953125],0.5213302969932556,LH15ZZC,0.5774074807274926
1590,560.0,[2299.3281126191528 1420.2534239448491 2895.4897630205037 1956.749593817633],[2524.60498046875 1763.0877685546875 2681.88037109375 1852.0308837890625],0.45767825841903687,GJ06EPC,0.2962441646522597
1590,1213.0,[918.729948685483 1297.509643067956 1523.8051749899805 1823.2156370649614],[1122.9173583984375 1620.752197265625 1296.689208984375 1719.3197021484375],0.34910744428634644,LM15ZZC,0.45590394519454414
1591,1213.0,[917.2614282292234 1297.7578358629275 1523.1395937467846 1824.1451130069536],[1122.9423828125 1620.4947509765625 1296.6513671875 1719.2662353515625],0.3496273159980774,LM15ZZC,0.3381186395749917
1592,560.0,[2302.230425966255 1423.9135225074144 2897.058064310663 1960.0756629856166],[2524.40673828125 1767.57568359375 2694.49853515625 1854.662109375],0.5504167079925537,GJ06EPD,0.2524835085035915
1592,1213.0,[914.4112383171895 1298.488125034662 1520.4443133027303 1827.0056836152594],[1128.755126953125 1630.691162109375 1314.48486328125 1731.4237060546875],0.41229939460754395,LM15ZZC,0.26832986932244635
1593,1213.0,[913.6121284163382 1302.2125496397466 1520.6363103737222 1831.5367472979456],[1123.5147705078125 1637.12744140625 1314.1416015625 1733.5087890625],0.37874001264572144,LM15ZZC,0.35286614303190705
1595,560.0,[2304.354543621201 1433.2872750568808 2897.0801807952225 1971.889150146897],[2523.037109375 1775.3828125 2693.44873046875 1862.645751953125],0.47779136896133423,LJ06EPD,0.2907498453293962
1596,1213.0,[909.3037010217247 1311.0019190534665 1520.3635965595502 1845.7323170511493],[1118.858154296875 1652.33447265625 1305.5028076171875 1741.29541015625],0.4460587203502655,LH15ZZC,0.3465001602250932
1597,1213.0,[908.5518702503199 1311.4840580437096 1520.325290769566 1847.2162993794584],[1118.822509765625 1652.326416015625 1305.55615234375 1741.308349609375],0.4453220069408417,LH15ZZC,0.3465001602250932
1598,1213.0,[905.3651986196497 1313.8409418834935 1517.923529932185 1850.2876231894243],[1125.3291015625 1650.2640380859375 1296.46630859375 1748.4012451171875],0.41139742732048035,LH15ZZC,0.23750980443997086
1599,560.0,[2308.1466932913963 1441.8930356980582 2908.8321803831222 1983.3586781857666],[2540.020751953125 1784.7813720703125 2706.286376953125 1875.6639404296875],0.5076230764389038,GJ06EPD,0.8313406587872905
1599,1213.0,[903.1181723714399 1315.683690686944 1516.2105995761808 1852.642397442678],[1133.147705078125 1641.1728515625 1297.816650390625 1743.5009765625],0.36041805148124695,LM15ZZC,0.24484928623604904
1600,560.0,[2307.1003486433638 1443.3793474205877 2909.8729327809824 1986.7039122697852],[2527.9833984375 1791.2490234375 2695.181396484375 1881.800537109375],0.42486587166786194,GJ06EPD,0.7361195853820797
1601,1213.0,[899.2489338002429 1319.7865832090276 1512.5809421878298 1860.230468406109],[1121.166259765625 1665.218994140625 1303.352294921875 1763.269775390625],0.49942564964294434,LH15ZZC,0.18077844615001315
1602,1213.0,[896.6613310907433 1322.3393670581866 1511.5178686642862 1863.9405724852065],[1104.335693359375 1644.27392578125 1292.5108642578125 1771.0821533203125],0.3636038303375244,LU15ZZC,0.21042214189376704
1602,560.0,[2302.39230034559 1450.0511793177177 2907.2193396408097 1997.0085174754206],[2499.16943359375 1793.752685546875 2692.208251953125 1888.92822265625],0.32748889923095703,GJ06EPL,0.5682392467982618
1603,1213.0,[895.4364862331845 1323.064391565835 1511.4174895103356 1865.5200349452055],[1104.37548828125 1644.3402099609375 1292.564697265625 1771.067138671875],0.364035040140152,LU15ZZC,0.21042214189376704
1603,560.0,[2302.2810281573866 1449.8163998574428 2907.7362041712186 1997.7042861396621],[2499.114501953125 1793.7608642578125 2692.136962890625 1888.9068603515625],0.3275381624698639,GJ06EPL,0.5682392467982618
1604,560.0,[2305.2429932433497 1451.7718290506152 2908.5662778944834 2000.2873844617723],[2526.59423828125 1796.0789794921875 2693.095703125 1881.1168212890625],0.2534181475639343,GJ06EPC,0.2368771445426476
1606,1213.0,[887.8006960538063 1323.5532841124102 1509.6473876844807 1870.1379265001317],[1111.1707763671875 1684.2125244140625 1261.055419921875 1772.4832763671875],0.41977617144584656,LM15ZZC,0.7254540845480983
1606,560.0,[2306.774771595075 1459.4072863458346 2907.3274483068667 2005.9891115029595],[2530.883056640625 1806.96826171875 2693.514404296875 1898.765625],0.3571476936340332,GJ06EPC,0.5259180761038958
1607,1213.0,[882.5023083835931 1325.307640728557 1507.6259868675802 1872.7964225816822],[1116.0595703125 1667.28662109375 1269.05908203125 1768.21142578125],0.4754389226436615,LM15ZZC,0.36996834080821034
1608,1213.0,[881.9116888919468 1327.4665415379309 1508.9342237527833 1877.14234178266],[1115.8575439453125 1681.8416748046875 1282.82958984375 1772.3543701171875],0.524725615978241,LM15ZZC,0.2741347535525008
1608,560.0,[2308.427521827622 1466.350501599347 2912.4427866377096 2014.2554524980565],[2516.24072265625 1819.675048828125 2687.822265625 1903.38427734375],0.41169050335884094,GJ06EPC,0.17938645221980634
1609,1213.0,[881.1634009739103 1327.9537683773624 1509.740624069984 1879.217406848264],[1115.886962890625 1681.8017578125 1282.8095703125 1772.3173828125],0.524243950843811,LM15ZZC,0.2741347535525008
1609,560.0,[2308.5741364868827 1467.3737184567633 2913.039603416416 2015.4805490530132],[2516.1220703125 1819.6446533203125 2687.82666015625 1903.3773193359375],0.4123508334159851,GJ06EPC,0.17938645221980634
1610,1213.0,[878.8806393588377 1331.1675672641686 1509.0581489638564 1883.9056555752013],[1106.662109375 1680.2999267578125 1292.70166015625 1778.1295166015625],0.4813733398914337,LM15ZZC,0.19251412362395065
1610,560.0,[2307.259284557879 1468.7778305357378 2914.882546556694 2018.8528058785264],[2513.43505859375 1820.785400390625 2695.27978515625 1912.0631103515625],0.3543742299079895,GJ06EPC,0.5724449306842369
1611,1213.0,[877.9306317643641 1335.4533376974941 1508.4412664218125 1889.1387808113363],[1107.7994384765625 1683.0355224609375 1280.2606201171875 1779.9114990234375],0.4358583688735962,LM15ZZC,0.4037872775597942
1611,560.0,[2309.7589833050056 1469.3904142775627 2919.4174030871113 2022.1084738316704],[2534.048828125 1826.6326904296875 2687.44287109375 1911.5379638671875],0.2565283179283142,GJ06EPC,0.3502054873113224
1612,1213.0,[874.8283218687518 1338.2514519804504 1506.5347580725945 1892.6548497281206],[1099.0654296875 1691.9091796875 1276.51806640625 1787.9886474609375],0.5146065950393677,LM15ZZC,0.5553707405093592
1613,560.0,[2311.2617208005104 1472.8926682045144 2934.5968058962553 2030.9841563903806],[2537.189453125 1829.0255126953125 2692.85302734375 1922.7579345703125],0.46349474787712097,GJ06EPE,0.23043025032091696
1614,560.0,[2310.6600380025498 1474.620960465787 2936.9388380638243 2035.9904200353958],[2538.250732421875 1838.4620361328125 2696.7431640625 1923.4595947265625],0.43595635890960693,GJ06EPC,0.43056862923051525
1615,560.0,[2309.980957686993 1474.6121732848155 2938.2976082584028 2038.3515628032947],[2538.21484375 1838.46240234375 2696.751953125 1923.468017578125],0.43659669160842896,GJ06EPC,0.43056862923051525
1616,1213.0,[874.1319069590224 1352.5329089565846 1506.864439565684 1902.3513454666524],[1094.5447998046875 1701.7314453125 1266.919921875 1796.255615234375],0.47695890069007874,LN15ZZC,0.3341887350531322
1617,560.0,[2301.910960588137 1481.015225457853 2930.3671293276398 2046.8103045967032],[2537.614990234375 1840.8248291015625 2707.744140625 1931.2313232421875],0.4984790086746216,GJ06EPD,0.4521750284174611
1617,1213.0,[873.9369823804709 1357.4779236395252 1507.2932711593307 1905.559544900574],[1111.2264404296875 1704.2369384765625 1279.191650390625 1796.7506103515625],0.4864039421081543,LN15ZZC,0.3711221138156942
1618,1213.0,[870.5336261155853 1360.7855665035938 1503.7001648678638 1907.0940077364487],[1090.01708984375 1696.78369140625 1280.322509765625 1810.796875],0.5936021208763123,LH15ZZC,0.4396308912536688
1618,560.0,[2299.683961300906 1483.4730960555805 2925.7099917515925 2050.598594974411],[2532.89453125 1846.09033203125 2700.44921875 1930.4921875],0.4002818763256073,GJ05EPC,0.48206975222604326
1620,1213.0,[863.8834146499942 1368.7276897494837 1500.5548216708492 1913.154952729292],[1068.2685546875 1715.29833984375 1269.3681640625 1814.329833984375],0.592515766620636,LH15ZZC,0.14519129850882148
1620,560.0,[2298.243472463715 1489.5871224611385 2924.967129820604 2058.4301450526755],[2541.525146484375 1853.607421875 2709.20751953125 1939.83984375],0.4441308379173279,GJ06EPD,0.38255980942548595
1621,1213.0,[862.6374402547167 1370.1153299154375 1500.4368182477192 1914.1585852098306],[1068.02734375 1715.235107421875 1269.2998046875 1814.314697265625],0.5924876928329468,LH15ZZC,0.14519129850882148
1621,560.0,[2297.4688581673763 1490.232628248043 2926.16012516343 2059.8022462696945],[2541.3857421875 1853.5264892578125 2709.220703125 1939.7640380859375],0.4414336085319519,GJ06EPD,0.3475002650485538
1622,1213.0,[860.9274398118926 1371.6571506527725 1500.7891242280382 1916.858978201048],[1078.2901611328125 1693.156005859375 1267.549072265625 1809.820068359375],0.6040351986885071,LU15ZZC,0.3497559441475393
1622,560.0,[2297.733782521315 1494.229897427293 2926.837515203108 2063.676651055099],[2541.617919921875 1856.6572265625 2706.85302734375 1942.540283203125],0.5147152543067932,GJ05EPD,0.17285555016216658
1623,1213.0,[860.3847622108456 1372.699896309073 1499.3349246983594 1918.250989314816],[1076.677978515625 1707.8338623046875 1261.77783203125 1815.7803955078125],0.5010122060775757,LH15ZZC,0.34905367170525287
1624,1213.0,[857.3335607191484 1373.531580264672 1498.732211394054 1920.5226106971668],[1070.37548828125 1718.1064453125 1260.31982421875 1822.726318359375],0.45165500044822693,LH15ZZC,0.37392471134476635
1624,560.0,[2300.8979271672333 1503.4198068321923 2929.752171956573 2072.0901778312827],[2538.41943359375 1867.29638671875 2705.328125 1950.135498046875],0.32174649834632874,GJ06EPW,0.22952631526109232
1628,1213.0,[852.456110898104 1380.762345715145 1497.20829318882 1938.462701473554],[1080.9149169921875 1729.2447509765625 1259.14794921875 1829.6978759765625],0.5637875199317932,LM15ZZC,0.7237018883893983
1629,1213.0,[848.4476823418655 1383.886083687577 1493.9981246060465 1942.1566455115976],[1077.7421875 1695.9228515625 1265.3096923828125 1850.294677734375],0.2712518870830536,LM15ZZC,0.6513040916357299
1630,1213.0,[846.8212810271168 1389.069959882862 1493.3269116877852 1946.7427963915843],[1080.2601318359375 1695.676025390625 1251.5347900390625 1840.1011962890625],0.26340100169181824,LM15ZZC,0.910514156633621
1631,1213.0,[839.454478810628 1391.8453736016315 1490.1249031110626 1950.0798724305826],[1049.243408203125 1724.4744873046875 1244.7095947265625 1836.230712890625],0.40932291746139526,LM15ZZC,0.5942274473275251
1632,560.0,[2304.4995885871863 1524.59269703273 2935.859456921499 2094.6741723512278],[2528.453369140625 1891.4619140625 2700.096923828125 1979.9608154296875],0.37181752920150757,GJ06EPC,0.3171299047831158
1633,560.0,[2304.250642561307 1525.3687513406985 2934.74320938094 2095.6792920607704],[2528.52880859375 1891.366943359375 2700.66162109375 1979.9521484375],0.37498220801353455,GJ06EPC,0.3171299047831158
1635,560.0,[2303.2354648993814 1528.5702922382197 2932.8069820136716 2099.15635240405],[2548.41162109375 1901.9306640625 2736.38720703125 1993.205078125],0.430318146944046,GJ06EPD,0.6821852937104534
1636,560.0,[2303.4777785374235 1533.002816201995 2932.209718562006 2102.6856133436877],[2543.095703125 1904.2122802734375 2740.8818359375 1995.421875],0.5417688488960266,GJ06EPD,0.6235645096889069
1636,1213.0,[836.1054499287392 1400.6068327774203 1487.2088485542158 1962.352363183227],[1027.5238037109375 1733.288818359375 1260.6749267578125 1873.014404296875],0.29658061265945435,LU15ZZC,0.27028671735278986
1637,560.0,[2304.760225072776 1537.3716326669435 2932.910027017593 2107.084838715557],[2538.541259765625 1903.6402587890625 2728.6796875 1992.0692138671875],0.5408599376678467,GJ06EPD,0.7097370926021188
1637,1213.0,[832.705636812779 1406.7090816690986 1483.2274683555822 1967.6372087742213],[1052.5242919921875 1732.5809326171875 1249.5234375 1863.0545654296875],0.34513846039772034,LW15ZZC,0.36977333343878266
1638,560.0,[2304.7064100237694 1541.4092073807606 2932.9453008254377 2110.621163254365],[2541.276123046875 1914.14208984375 2731.569580078125 2008.906494140625],0.49172094464302063,GJ06EPD,0.19847598303031763
1638,1213.0,[831.2290197673315 1413.4950823260772 1481.8744280636042 1973.1832036640628],[1052.244140625 1757.5535888671875 1244.6806640625 1853.5081787109375],0.42344850301742554,LW15ZZC,0.2600302633749899
1639,560.0,[2304.7337622455643 1542.9606876636276 2932.954297449003 2111.7617659612706],[2540.8798828125 1914.1513671875 2731.516845703125 2008.933837890625],0.49274885654449463,GJ06EPD,0.27343671136313896
1639,1213.0,[830.7998684744304 1416.1685781124927 1481.4523312638967 1974.9917346847622],[1052.369873046875 1757.45654296875 1244.8126220703125 1853.5576171875],0.42072251439094543,LW15ZZC,0.28262814096413247
1640,1213.0,[826.323506561958 1417.0381258371085 1477.6763124312288 1975.8235121336402],[1036.380126953125 1746.4288330078125 1241.853759765625 1861.4666748046875],0.26801615953445435,LW15ZZC,0.45007170857759815
1641,1213.0,[824.4553250698455 1419.158047211789 1477.6203142148997 1977.5754264815887],[1049.978271484375 1768.2528076171875 1238.049072265625 1864.7852783203125],0.45922932028770447,LN15ZZC,0.31939089883587246
1641,560.0,[2306.6541723100154 1552.8950309386462 2935.4669066792057 2121.5661575212007],[2559.30517578125 1918.4622802734375 2706.04345703125 2007.3724365234375],0.42550310492515564,GJ06EPC,0.4236589625518795
1642,1213.0,[822.2706897764725 1420.5592127739715 1477.7572608953546 1978.666710872762],[1049.940673828125 1776.0908203125 1244.568603515625 1868.219970703125],0.5471689701080322,LN15ZZC,0.7337365676787692
1642,560.0,[2307.43636331366 1556.3088146201712 2938.2961907503977 2125.9836222039066],[2549.92578125 1924.716064453125 2717.740234375 2020.80908203125],0.5413448810577393,GJ06EPD,0.2511118020791349
1643,560.0,[2307.2322063752 1559.316256995981 2938.921698848191 2130.0740872517017],[2552.262451171875 1928.5338134765625 2709.164794921875 2018.34228515625],0.5146034955978394,GJ06EPC,0.6430207486471506
1644,1213.0,[814.9313522474431 1426.115150831856 1472.8537665503864 1985.4714378858696],[1045.1455078125 1740.893798828125 1230.9744873046875 1890.037841796875],0.3923591077327728,LN15ZZC,0.314650838196596
1644,560.0,[2308.853205982857 1563.0756863800211 2942.5179693982504 2134.534409809426],[2534.974365234375 1930.557861328125 2727.428466796875 2037.926513671875],0.2795014977455139,GJ06EPD,0.4722788664226148
1645,1213.0,[814.4712577437753 1427.1132881141823 1473.044351449054 1987.1453573386877],[1045.119140625 1740.859375 1231.05126953125 1890.27587890625],0.3925701379776001,LN15ZZC,0.314650838196596
1645,560.0,[2309.0479613521547 1564.2363766069263 2944.053502690742 2136.1700495011237],[2535.0234375 1930.5732421875 2727.54833984375 2037.8887939453125],0.2802116870880127,GJ06EPD,0.35948251239825657
1648,1213.0,[808.7826879621871 1432.221578265171 1468.3538732416405 1996.1430372539708],[1028.803955078125 1787.8194580078125 1226.23486328125 1891.1788330078125],0.5312497615814209,LN15ZZC,0.31886659780072946
1650,1213.0,[805.6560068640335 1438.4391517222907 1469.7946814060303 2005.3415208874235],[1028.867431640625 1794.259521484375 1225.4296875 1895.8837890625],0.5289072394371033,LI15ZZC,0.24600973655006797
1651,1213.0,[804.9612126375345 1439.6205259174776 1470.914323726376 2007.0311940430224],[1028.880615234375 1794.3519287109375 1225.404296875 1895.89599609375],0.5281418561935425,LI15ZZC,0.2695133576831292
1652,1213.0,[800.5141566637566 1440.6536718902191 1467.1878282149714 2009.4391108099414],[1019.4609375 1793.2225341796875 1228.90576171875 1908.5877685546875],0.5761195421218872,LN15ZZC,0.5092201749257321
1653,1213.0,[800.8220753363744 1443.9843279527563 1468.1384139715574 2013.4741942617743],[1035.37548828125 1797.3226318359375 1229.28173828125 1901.0811767578125],0.530834436416626,LN15ZZC,0.1975460680866039
1653,560.0,[2304.32422098677 1579.4873274235367 2948.6615583813013 2145.202852871505],[2559.37451171875 1959.976318359375 2741.29541015625 2044.456787109375],0.2874479293823242,GJ06EPD,0.5583303757209847
1654,1213.0,[795.9256200218163 1445.38791925263 1465.9714982698508 2016.9241978032621],[1023.403564453125 1802.714111328125 1225.015869140625 1909.59326171875],0.3905804753303528,LM15ZZC,0.21585461820055246
1654,560.0,[2304.8720668521796 1583.02658753993 2951.443267545505 2146.2948627467354],[2564.968505859375 1961.5213623046875 2742.56640625 2043.9554443359375],0.3264537453651428,GJ06EPD,0.85917633048685
1655,560.0,[2307.719380354243 1587.4122422956618 2954.464883004054 2147.362921874829],[2552.451171875 1968.553955078125 2742.78857421875 2061.404541015625],0.4806864857673645,GJ06EPD,0.4099377204042582
1655,1213.0,[791.4369902945692 1449.026262003489 1462.7515357635975 2023.8355715818673],[1017.3649291992188 1809.936767578125 1215.891845703125 1915.1839599609375],0.440708190202713,LM15ZZC,0.19268823162501594
1656,1213.0,[787.0403182005425 1450.2225125742634 1460.9212136942956 2027.0143571755902],[1027.7677001953125 1817.17236328125 1223.1002197265625 1915.505859375],0.5080369710922241,LN15ZZC,0.22871605828219255
1657,1213.0,[784.6065421676917 1450.399005659286 1460.5434194054505 2028.5069702929254],[1027.750732421875 1817.1690673828125 1223.0538330078125 1915.4974365234375],0.5081627368927002,LN15ZZC,0.22871605828219255
1658,560.0,[2308.10909537527 1598.2068526958533 2952.7714088579305 2148.7603522480413],[2552.9287109375 1973.1580810546875 2730.388427734375 2064.06396484375],0.5567910075187683,GJ06EPO,0.16689453684887234
1658,1213.0,[777.7215432032367 1455.5593031233739 1457.0323608443232 2033.1586046247876],[1009.6547241210938 1798.419921875 1222.18408203125 1926.765869140625],0.26831600069999695,LN15ZZC,0.31216496718292785
1659,560.0,[2309.3901758379 1602.176798286911 2951.647485289435 2149.1699273798217],[2557.53125 1982.1390380859375 2728.7744140625 2072.984619140625],0.4710240066051483,GJ06EPD,0.364814003037074
1659,1213.0,[774.1539161179289 1459.7978928968046 1456.0520616425856 2036.8956350249423],[1007.673583984375 1796.4613037109375 1210.7965087890625 1938.6134033203125],0.25293365120887756,LW15ZZC,0.16703525327448276
1660,560.0,[2312.93156273771 1607.6573849033014 2951.7462417730985 2150.975908032601],[2548.33056640625 1987.06201171875 2730.60546875 2076.005859375],0.47777852416038513,GJ06EPD,0.506961992887139
1662,1213.0,[766.7891502465252 1469.662796483692 1452.308964965065 2049.7964171541557],[1000.3653564453125 1783.2242431640625 1191.7685546875 1957.1400146484375],0.2608594596385956,LM15ZZC,0.5453655000139452
1662,560.0,[2316.091490243394 1615.2886759460844 2956.8128570943773 2149.263400907008],[2553.78173828125 1997.442626953125 2728.45654296875 2087.036865234375],0.40223124623298645,GJ06EPC,0.4934548136040935
1663,1213.0,[766.3081878850214 1470.226407737643 1452.6140000111197 2051.876392789429],[1000.2951049804688 1783.15576171875 1191.277587890625 1957.1099853515625],0.26270273327827454,LM15ZZC,0.5453655000139452
1663,560.0,[2316.762223197501 1617.2644223830766 2958.301382999265 2148.1108939365063],[2553.76806640625 1997.44775390625 2728.7177734375 2087.044189453125],0.4025394320487976,GJ06EPC,0.4928255850297711
1664,1213.0,[764.6175534543106 1471.1739779101163 1453.1937946444666 2054.171085181794],[1010.7637939453125 1840.33837890625 1203.4317626953125 1938.38916015625],0.47264355421066284,LM15ZZC,0.3192075699331471
1664,560.0,[2315.3933252289944 1619.2984507209214 2958.8146995191373 2147.04597569815],[2555.519287109375 2001.29736328125 2731.829833984375 2089.43359375],0.3744499683380127,GJ06EPC,0.8224994979930043
1665,1213.0,[760.3598959678543 1472.6630204206213 1449.2532693923863 2056.441407436611],[999.0745239257812 1848.787841796875 1203.35400390625 1941.7490234375],0.48065510392189026,LM15ZZC,0.39213640022163565
1666,1213.0,[760.9831647130457 1475.5000806321323 1450.616082811215 2060.484416416056],[991.05712890625 1844.3045654296875 1207.5584716796875 1953.6287841796875],0.4728432595729828,LN15ZZC,0.6561373591563991
1667,560.0,[2310.469300180177 1627.0327831793084 2961.1868977754193 2148.216083534353],[2559.0048828125 2011.3048095703125 2724.98486328125 2092.69677734375],0.3433322608470917,GJ06EPI,0.38986401040664853
1668,1213.0,[756.9480213286391 1486.1676987602016 1447.7720737045915 2069.921050819378],[989.7415771484375 1850.4693603515625 1200.7557373046875 1954.8233642578125],0.5290188789367676,LN15ZZC,0.44451069474588295
1668,560.0,[2309.782838304343 1629.2336026128896 2962.582659126357 2147.189543089461],[2555.642578125 2015.1588134765625 2758.07666015625 2109.130859375],0.3562561273574829,GJ06EPD,0.5066142735694334
1669,1213.0,[755.1005400313686 1487.9405355029498 1447.489702848852 2070.8156617144],[989.7867431640625 1850.429443359375 1200.7197265625 1954.780517578125],0.5291810631752014,LN15ZZC,0.44451069474588295
1669,560.0,[2308.865922330342 1630.606030597312 2963.49510735247 2146.2503269916656],[2555.80712890625 2015.1859130859375 2758.02392578125 2109.13671875],0.35390692949295044,GJ06EPD,0.5066142735694334
1670,1213.0,[755.63642871392 1491.475122026155 1449.2027846296087 2074.649495488813],[983.5288696289062 1860.23291015625 1197.52978515625 1963.1337890625],0.5054884552955627,LN15ZZC,0.6860550440385669
1670,560.0,[2307.9518616167948 1634.0422371235127 2965.4133161587556 2148.323524455875],[2556.98388671875 2020.6300048828125 2753.30029296875 2114.01318359375],0.47690725326538086,GJ06EPD,0.47995067058943164
1671,560.0,[2305.9400936706434 1638.2542485566867 2965.032479163682 2151.206475165503],[2550.192626953125 2021.1397705078125 2753.96923828125 2119.00244140625],0.5424138307571411,GJ06EPD,0.27231644814583883
1671,1213.0,[752.8952192007937 1493.9861761665538 1443.9303677895873 2077.324397381953],[982.5192260742188 1842.3424072265625 1201.3187255859375 1971.1651611328125],0.2582012116909027,LN15ZZC,0.7963291834549368
1672,1213.0,[751.6209693459689 1497.1367321251867 1443.2379939431664 2082.541321663388],[986.2743530273438 1872.20361328125 1189.219970703125 1963.91015625],0.4945370852947235,LN15ZZC,0.4111971517106244
1673,1213.0,[748.231402732418 1498.0803237682674 1439.3267202146574 2085.2491171208985],[978.1159057617188 1871.703369140625 1180.6181640625 1976.05517578125],0.4880797863006592,LN15ZZC,0.4079111353406911
1674,1213.0,[745.5639271496256 1501.531520796309 1436.3492079480575 2088.6621440856634],[983.490234375 1876.0850830078125 1184.0877685546875 1970.52392578125],0.5497017502784729,LN15ZZC,0.8860633724633156
1675,1213.0,[744.3647734328742 1502.741895574356 1435.1171775362163 2089.8438910008604],[983.4354248046875 1876.1092529296875 1184.065185546875 1970.501953125],0.5485846996307373,LM15ZZC,0.8765658580028947
1676,1213.0,[734.4128566455694 1504.052170328638 1428.7824778455602 2090.8635846960824],[984.5751342773438 1883.6480712890625 1167.6199951171875 1977.4998779296875],0.4909406006336212,LN15ZZC,0.22907603229067428
1676,560.0,[2309.0266765839883 1656.529894220494 2972.278317060885 2155.560876562237],[2570.376708984375 2049.781982421875 2741.44091796875 2130.355712890625],0.3088870942592621,GJ06EPL,0.3216995648366615
1677,1213.0,[736.9427429971845 1507.9071620519126 1433.621025472013 2093.477185570416],[980.4730224609375 1881.061279296875 1165.4263916015625 1984.759521484375],0.5067997574806213,LM15ZZC,0.3791271608085295
1678,1213.0,[736.0536620937372 1511.8785069381404 1433.6160204293942 2096.0170488632066],[990.0135498046875 1888.852783203125 1175.4261474609375 1984.80712890625],0.4823068082332611,LN15ZZC,0.6280082129838802
1679,1213.0,[729.9593626263888 1514.441105331734 1427.6630286252118 2097.8586745684806],[985.5763549804688 1892.2364501953125 1169.941650390625 1988.4664306640625],0.49891790747642517,LM15ZZC,0.35895989861239175
1679,560.0,[2307.917045797904 1664.6429826625595 2973.7097285853083 2154.153159966979],[2567.397216796875 2060.18505859375 2732.25634765625 2140.97412109375],0.37002795934677124,GJ06EPF,0.45513258543066937
1680,1213.0,[725.3137783593688 1516.4832152910863 1422.920635871565 2099.9778538307023],[962.9373779296875 1888.1927490234375 1169.673583984375 1999.6973876953125],0.48869967460632324,LM15ZZC,0.4170243947308809
1681,1213.0,[724.1311218681817 1517.1137380325083 1421.3360487904652 2100.692301477569],[962.98388671875 1888.10888671875 1169.6982421875 1999.79296875],0.4884915351867676,LM15ZZC,0.4170243947308809
