frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
677,502.0,[2411.027511752178 1527.6182902156047 3123.8187586616395 2146.81019017575],[2680.982177734375 1901.723388671875 2865.92626953125 2010.241943359375],0.38167816400527954,EY61NBG,0.4588638421475372
678,502.0,[2413.865347390528 1529.0213007637815 3128.598116787801 2145.5646504879796],[2677.36376953125 1853.9322509765625 2864.5517578125 2012.2415771484375],0.47048404812812805,EY61MBG,0.47463023619739836
679,502.0,[2414.665989414242 1529.971474592142 3131.0041895806016 2144.563309463844],[2677.4169921875 1853.6107177734375 2864.5673828125 2012.2869873046875],0.47125983238220215,EY61MBG,0.47463023619739836
680,502.0,[2416.49662568077 1531.7627984471624 3136.665669239851 2144.3641965563884],[2691.22802734375 1881.2786865234375 2863.297607421875 2026.5860595703125],0.3493397831916809,EY61NBG,0.7104163590536475
683,502.0,[2423.12422588831 1545.811149109306 3146.993009201364 2145.4117088735934],[2688.988037109375 1898.98388671875 2873.26416015625 2034.6068115234375],0.33227431774139404,EY61NBG,0.37050173642330897
684,502.0,[2421.9703967756273 1551.9949655079556 3145.7086479230625 2145.5079063061376],[2692.72802734375 1889.698974609375 2860.532470703125 2035.097900390625],0.25733160972595215,EY61MBC,0.3438522671285299
685,502.0,[2421.3471316663636 1555.307328331915 3144.790081957126 2144.5083260892657],[2692.7294921875 1890.09814453125 2860.465576171875 2035.040771484375],0.254305899143219,EY61MBG,0.4072023672884755
686,502.0,[2423.688469371415 1558.8728781717627 3149.731533599516 2143.3972599940903],[2682.015625 1939.049560546875 2876.34326171875 2037.919921875],0.4210074841976166,EY61NBG,0.5277233923690638
687,502.0,[2425.3267348538134 1562.5063637562437 3155.366948031264 2143.5051290155243],[2675.962890625 1929.4727783203125 2870.87158203125 2035.5992431640625],0.4149320423603058,EY61NBG,0.626930536735516
688,502.0,[2425.1240837002556 1566.5924093848846 3157.211610607417 2144.7670815479214],[2709.08544921875 1907.356201171875 2860.478515625 2022.295166015625],0.25808268785476685,FV51NAT,0.04629711267284686
689,502.0,[2422.5940759513546 1571.3233145178913 3156.810615290397 2145.5579356025137],[2688.62158203125 1909.65966796875 2883.0947265625 2042.6729736328125],0.3956863582134247,EY61NBG,0.6090074893459928
690,502.0,[2425.886372630682 1574.1035624231404 3164.138927313577 2145.850865416745],[2701.7060546875 1947.570068359375 2876.31103515625 2066.86865234375],0.33121681213378906,EY61NBG,0.3491458081431987
691,502.0,[2426.487818002123 1575.713639197254 3167.589024588647 2145.5416603114704],[2701.52978515625 1947.614501953125 2876.247802734375 2066.89501953125],0.333089143037796,EY61NBG,0.3491458081431987
692,502.0,[2429.258362490527 1578.2361898195788 3173.333801239492 2145.8372646189664],[2707.71728515625 1928.2034912109375 2890.5458984375 2074.3515625],0.36315271258354187,EY61NBG,0.9133042439342799
693,502.0,[2428.876112848934 1583.6046590514084 3172.126612751692 2146.8976083866905],[2720.091796875 1901.578125 2868.044677734375 2048.13037109375],0.2757934033870697,FY61MAT,0.1753284871647025
696,502.0,[2430.2312505400123 1597.9463575128225 3169.162230471329 2149.655347976662],[2707.82421875 1984.4915771484375 2896.19775390625 2086.292724609375],0.5388695001602173,EY61NBG,0.514303109143641
697,502.0,[2430.3292168342264 1600.8520710161254 3168.870434950913 2149.848303805951],[2707.8466796875 1984.494140625 2896.1826171875 2086.294921875],0.5389269590377808,EY61NBG,0.514303109143641
698,502.0,[2434.485266357471 1604.6121552745462 3177.8432780250578 2150.4570080269295],[2709.42333984375 1949.10986328125 2881.98046875 2085.240478515625],0.416914165019989,EY61NBC,0.6467615158273164
699,502.0,[2439.159621739479 1608.0404374816471 3190.788566463757 2151.407925952877],[2716.18408203125 2000.5330810546875 2892.296875 2103.880859375],0.48916128277778625,EY61NBG,0.5825073577390215
701,502.0,[2437.011471348032 1611.8659998051367 3191.9684286847364 2147.774301079559],[2725.037109375 1971.391845703125 2884.875 2112.04931640625],0.25126856565475464,EY61NBC,0.8178884863301632
702,502.0,[2437.953422541748 1614.1888011866477 3195.8969436767734 2145.804998069171],[2720.22216796875 1969.0338134765625 2880.6591796875 2122.0859375],0.25015586614608765,EY61NBC,0.8492757386245722
703,502.0,[2437.613886624008 1615.6580692493021 3197.486402634431 2144.125595121887],[2720.2705078125 1969.059814453125 2880.673828125 2122.08203125],0.2507915496826172,EY61NBC,0.8551176288075548
704,502.0,[2439.826347047338 1617.6698844301945 3203.498201099155 2142.942736373199],[2722.024658203125 2015.7388916015625 2892.624755859375 2122.44775390625],0.25045856833457947,EY61NBC,0.5539013910268339
706,502.0,[2442.8783769899164 1626.535859349903 3206.519381858334 2146.00023574175],[2717.2919921875 2035.91455078125 2913.81787109375 2136.678955078125],0.3116942048072815,EY61NBG,0.6634129389365695
707,502.0,[2446.3627403135124 1629.6256973750558 3214.366621133312 2143.608499910275],[2705.974609375 2040.6932373046875 2919.816162109375 2138.20166015625],0.47351717948913574,EY61NBG,0.647114760680291
783,590.0,[765.7197287533252 1527.417268887209 1446.2073804124568 2140.0944651114064],[1026.2479248046875 1920.811767578125 1187.596435546875 2007.880126953125],0.3765799105167389,AV08HVF,0.15999255439917695
822,830.0,[2282.036713161988 924.0689783202392 3007.002792856668 1847.593586091592],[2574.8154296875 1621.8212890625 2764.079345703125 1701.571533203125],0.4345903992652893,BG65USJ,0.7665627197440144
823,830.0,[2284.6512758218923 924.5537094759447 3006.7424309206663 1845.7914542865515],[2574.83251953125 1621.7808837890625 2764.1552734375 1701.5445556640625],0.4349958598613739,BG65USJ,0.7665627197440144
844,846.0,[2294.225010251141 959.3622930778203 3026.027874172178 1924.9563672139943],[2588.196533203125 1683.4471435546875 2759.685791015625 1772.3492431640625],0.42044293880462646,BC65USJ,0.8833772855055106
850,858.0,[2301.153881572827 983.2199964582088 3048.212509566571 1954.8718332754502],[2590.70849609375 1710.07763671875 2763.76220703125 1789.010009765625],0.375487744808197,BG65USJ,0.8598904296742937
851,858.0,[2307.5848779384764 980.8198344817673 3052.672201603036 1958.3546848056626],[2593.86865234375 1708.20654296875 2766.305419921875 1791.381103515625],0.38865312933921814,BG65USJ,0.4622614776260688
852,858.0,[2311.3352757483763 980.9909499363328 3052.7961064717956 1962.386715093977],[2578.657470703125 1719.10205078125 2766.56103515625 1810.4365234375],0.5670707821846008,BG65USJ,0.7783557619950324
853,858.0,[2313.14337011753 980.2286608690995 3052.3265127503064 1964.6603829405447],[2578.66015625 1719.105712890625 2766.578125 1810.445556640625],0.5671886801719666,BG65USJ,0.7783557619950324
854,858.0,[2314.0627217052142 979.8131241584131 3053.448962604046 1967.7179159096602],[2585.751953125 1717.1356201171875 2768.684326171875 1796.0408935546875],0.5020967721939087,BG65USJ,0.6926424499743915
864,868.0,[2300.5518307558687 1010.2926022273023 3079.096447811362 1992.0662567442796],[2602.17919921875 1753.1370849609375 2776.301513671875 1837.4241943359375],0.4127346873283386,BG65USJ,0.960988557141214
865,868.0,[2301.129503496567 1011.4355202538875 3076.334644113811 1992.806011643567],[2602.2158203125 1753.1304931640625 2776.302978515625 1837.42822265625],0.41239193081855774,BG65USJ,0.960988557141214
877,547.0,[943.7944107330155 1320.7044835784654 1475.5789298577415 1710.017733496879],[1093.743408203125 1584.9949951171875 1274.185791015625 1674.8895263671875],0.2690925896167755,NA54KGJ,0.19408550811550743
881,891.0,[2307.795938860495 1034.4808754553992 3118.480084969665 2061.201117224683],[2589.347900390625 1815.022705078125 2778.268798828125 1896.4215087890625],0.3040025234222412,BG65USJ,0.49864002993713064
882,891.0,[2306.392623428068 1037.7343100040944 3117.934528381629 2067.15252614626],[2592.32861328125 1818.194091796875 2785.0791015625 1904.9564208984375],0.37741607427597046,BC65USJ,0.6690002687369442
883,891.0,[2305.8598632020594 1038.1983727935508 3117.6877615755566 2069.3291693456345],[2592.35400390625 1818.21240234375 2785.03515625 1904.956787109375],0.37720030546188354,BC65USJ,0.6690002687369442
884,547.0,[930.7058409737169 1335.323444670506 1467.7359009423303 1733.0796981380263],[1127.21923828125 1606.4761962890625 1284.3665771484375 1701.629150390625],0.2893686592578888,YA54KGJ,0.16454517962120013
888,891.0,[2317.5096238998303 1049.0336094213185 3098.7860543844263 2097.005651278199],[2597.693603515625 1838.259521484375 2784.96435546875 1926.19775390625],0.4742184579372406,BG65USJ,0.4479458887588411
889,891.0,[2320.855089045046 1046.954835134802 3094.9871837088313 2103.6769045589745],[2597.37060546875 1838.29248046875 2785.01416015625 1926.214599609375],0.47596612572669983,BG65USJ,0.3949962938759983
890,891.0,[2323.39344719654 1048.3471602593422 3093.9963079402564 2110.752150426221],[2585.330078125 1839.2955322265625 2792.517822265625 1942.8076171875],0.5492846965789795,BG65USJ,0.2801870667092169
893,891.0,[2318.8188885313903 1046.1386022464317 3095.3556591888873 2121.566920145209],[2585.79931640625 1862.9630126953125 2792.527587890625 1946.9447021484375],0.5721510052680969,OG65USJ,0.3633318412813575
894,547.0,[921.1517820822746 1353.136095952088 1463.238371743344 1750.8041036979575],[1095.4903564453125 1631.741455078125 1249.3369140625 1722.2384033203125],0.3836328387260437,NL54KGI,0.033203719001324114
895,547.0,[920.6883580946727 1353.30970808181 1463.5152083613793 1752.0970033063597],[1095.534912109375 1631.729736328125 1249.41259765625 1722.258544921875],0.38320931792259216,NL54KGI,0.033203719001324114
896,891.0,[2316.4176141130465 1046.4478039450578 3112.7271628866765 2126.7287845310684],[2581.849365234375 1865.050048828125 2788.05908203125 1959.503173828125],0.528641402721405,BG65USJ,0.7614588094726785
897,891.0,[2307.6455930696948 1045.7366777176792 3105.180095454062 2125.8459282504655],[2602.9462890625 1871.6832275390625 2788.224853515625 1958.2298583984375],0.5045386552810669,BG65USJ,0.6019610210421346
898,891.0,[2315.009305878428 1047.6421738986585 3115.274813132352 2127.516468926042],[2593.25390625 1874.322021484375 2788.866943359375 1965.623046875],0.4462241530418396,BG65USJ,0.5574570415209801
898,547.0,[914.8419202482437 1361.4979769756897 1461.7532216443733 1762.5179200839225],[1089.525390625 1630.103759765625 1316.93603515625 1728.850341796875],0.28266197443008423,NA54KGJ,0.24398695854327326
899,868.0,[2290.269790600051 1056.180186865965 3122.676157124121 2120.554611749998],[2586.71142578125 1879.4871826171875 2778.7490234375 1971.76611328125],0.5276243090629578,BG65USJ,0.46927470770105906
899,532.0,[1154.5669405783124 1046.160610298369 1688.6663495270977 1536.3141832611793],[1327.04345703125 1335.513671875 1494.48095703125 1418.1580810546875],0.4083189070224762,NK64DMV,0.05811207411701465
903,868.0,[2272.739784350875 1065.2398108059244 3124.55750876153 2134.8060825484463],[2585.74853515625 1894.2008056640625 2788.70263671875 1988.0247802734375],0.44799429178237915,BG65USJ,0.7306943137188439
904,868.0,[2276.1183798172224 1067.8396837495961 3127.119598046742 2138.4401109627447],[2589.38037109375 1899.7283935546875 2789.34619140625 1991.2313232421875],0.2772168517112732,BG65USJ,0.6864199845886345
905,868.0,[2280.7872314201472 1073.7998744535205 3134.112953188003 2142.2621205434107],[2581.81884765625 1907.0584716796875 2792.46484375 1993.611328125],0.5557534694671631,BG65USJ,0.726845277188714
906,868.0,[2284.238019220907 1075.2803481510437 3136.3551910176034 2143.4446626562453],[2588.59423828125 1910.412841796875 2795.609619140625 1991.44140625],0.4719250202178955,BG65USJ,0.711720724283119
907,868.0,[2284.786822907037 1075.7078865546064 3136.4051075341617 2143.8904111282877],[2588.8251953125 1910.43896484375 2795.501220703125 1991.3748779296875],0.46935945749282837,BG65USJ,0.711720724283119
908,868.0,[2282.5887875050457 1081.783835439985 3132.602876925622 2147.5154303416184],[2594.4677734375 1913.504638671875 2787.6044921875 2006.5439453125],0.4189254343509674,BG65USJ,0.3504378786265631
911,868.0,[2261.5521956636035 1092.4910887058895 3114.4020633004907 2152.7118779914535],[2582.678466796875 1924.7332763671875 2797.24365234375 2020.3443603515625],0.3185097873210907,BG65USJ,0.9468771155493548
912,868.0,[2263.381364737273 1098.2477948805613 3119.0828751093773 2154.1725557685504],[2599.40478515625 1931.5909423828125 2793.9541015625 2019.5277099609375],0.42413491010665894,BG65USJ,0.7626363543079391
913,868.0,[2264.49246265765 1101.285722354135 3122.1599238594176 2153.988122402463],[2599.44970703125 1931.647705078125 2793.9306640625 2019.5723876953125],0.4260144531726837,BG65USJ,0.9288262044929532
915,868.0,[2261.5799499921222 1105.9892884436774 3128.6061112576244 2148.888006640199],[2594.345703125 1939.877685546875 2792.142578125 2029.1474609375],0.43039610981941223,BG65USJ,0.9086248175580945
920,547.0,[890.4021203435987 1406.7933450127202 1452.7630040250538 1819.033446157442],[1100.807373046875 1688.7315673828125 1241.2987060546875 1777.9698486328125],0.29947802424430847,IA54KGJ,0.26789833392988005
924,928.0,[2270.855408424874 1137.2526294488298 3162.907783875878 2145.976360221718],[2611.5107421875 1980.2816162109375 2795.89208984375 2072.751708984375],0.5349133610725403,BC65USJ,0.9004360986628783
925,928.0,[2266.049800079805 1139.3374594968063 3164.8246705914016 2147.764776274994],[2611.514404296875 1980.332763671875 2795.990234375 2072.797607421875],0.5352104306221008,BC65USJ,0.9011514871963465
927,532.0,[1132.1414839244353 1067.185638853005 1672.795275080009 1577.902156049273],[1292.322265625 1378.8203125 1453.9052734375 1477.5439453125],0.5344886779785156,IK64DMV,0.31670090209727714
928,532.0,[1132.418986571483 1069.8542505894525 1673.7116746354877 1580.5964770913674],[1289.865478515625 1378.312255859375 1456.652587890625 1475.5625],0.45095890760421753,AK64DMY,0.2707911449394386
928,928.0,[2268.9979988258947 1142.448595335114 3152.412664136641 2144.746223758703],[2600.8173828125 2000.2789306640625 2796.54296875 2091.466796875],0.2579231858253479,SC65USJ,0.41098789190771723
930,928.0,[2263.7360263269334 1144.4171217866135 3149.35033691076 2145.0625839812374],[2589.34326171875 2008.68310546875 2802.487060546875 2098.048095703125],0.4770101010799408,BG65USJ,0.7070480271396714
930,532.0,[1129.9035930324108 1073.5100343949214 1674.8934889510892 1585.3492121402699],[1298.9296875 1373.081787109375 1454.0980224609375 1471.0654296875],0.45362284779548645,AK64DMY,0.6219501543209519
931,928.0,[2259.2512128539565 1144.5407826151227 3151.7848243146764 2145.4028715237737],[2589.315673828125 2008.648681640625 2802.6630859375 2098.017333984375],0.47747328877449036,BG65USJ,0.723038829507741
931,532.0,[1129.267065507689 1074.2697660818953 1675.1582516373596 1586.5378193000365],[1298.9599609375 1373.113037109375 1454.03564453125 1471.423828125],0.45299258828163147,AK64DMY,0.6219501543209519
934,532.0,[1123.866662575087 1073.886882709391 1673.0217126317161 1589.3576696023501],[1304.38427734375 1387.71435546875 1446.979736328125 1488.808349609375],0.29354843497276306,AK64DMY,0.407449773634691
935,942.0,[2247.4020540324327 1153.079489220798 3176.0611455439994 2149.7397674467],[2604.181640625 2025.31201171875 2810.11376953125 2117.192138671875],0.4885730743408203,BG65USJ,0.6667567623929107
935,532.0,[1118.797764525255 1076.2757973230905 1674.4139885995814 1592.2980622203672],[1296.41015625 1382.1448974609375 1456.1275634765625 1483.6966552734375],0.44017571210861206,AK64DMY,0.805870741685124
936,942.0,[2242.746716799055 1156.7065876557147 3167.360239299644 2148.7823547031085],[2591.134521484375 2029.4227294921875 2806.8798828125 2125.9501953125],0.5183985233306885,EG65USJ,0.2806841569960417
937,942.0,[2240.851357058461 1158.7192743722862 3162.419635450846 2147.7694894364195],[2591.10009765625 2029.681640625 2806.167236328125 2125.81494140625],0.517894446849823,EG65USJ,0.33692666690017165
938,942.0,[2237.4400254216002 1161.9302172754199 3159.028279945717 2147.8421580720706],[2605.752685546875 2037.9840087890625 2806.7060546875 2130.079833984375],0.4412732422351837,EG65USJ,0.19642861329933983
938,532.0,[1112.0600339887112 1077.6482379880315 1676.4247863811377 1594.9476166877491],[1309.2613525390625 1383.308349609375 1447.1080322265625 1514.2803955078125],0.28351378440856934,AO64DMY,0.42208456389273613
939,942.0,[2231.3536252237873 1164.255074454175 3154.452451422956 2146.972529926667],[2590.31982421875 2050.10302734375 2810.660888671875 2138.413330078125],0.533477783203125,OG65USJ,0.255904812489803
941,942.0,[2222.047238130147 1178.063693242709 3125.262669021932 2144.6867842359507],[2600.23388671875 2053.8115234375 2811.25927734375 2140.57568359375],0.5314010381698608,OG65USJ,0.5933152889826275
941,532.0,[1094.9025991458218 1087.4859409161418 1663.4130119832682 1603.0311282880925],[1287.738037109375 1396.3187255859375 1460.69677734375 1499.362060546875],0.5182464122772217,AK64DMV,0.5405070709367695
946,532.0,[1091.9665901646877 1094.6689327212475 1659.2095371846654 1611.7974432358496],[1308.1793212890625 1404.6947021484375 1435.583251953125 1496.700439453125],0.3110780715942383,IK64OMV,0.29436801635676596
947,532.0,[1093.6724087287328 1094.4994367849006 1659.7189035132353 1613.0431921964553],[1296.061279296875 1414.970947265625 1447.9224853515625 1506.6953125],0.468669056892395,AK64OMV,0.46238924297546624
950,532.0,[1092.6120935577792 1097.0272364795271 1653.8815153856158 1618.7950164074584],[1286.4351806640625 1408.551025390625 1455.482421875 1511.962890625],0.3879013657569885,AK64OMV,0.15922330727003203
951,547.0,[859.736054026045 1475.9649678706905 1437.4068084772425 1900.1873302433078],[1060.212646484375 1778.0986328125 1221.75341796875 1867.132080078125],0.3779653310775757,NA54KGJ,0.09370701089498247
953,547.0,[857.4803582616069 1481.7331849259283 1436.591547681875 1907.2981416482087],[1072.949462890625 1781.53857421875 1229.4384765625 1878.837158203125],0.26378482580184937,IA54KGJ,0.2702074381095342
954,547.0,[855.9884545757334 1483.7909072086054 1436.170819697026 1912.0237702241034],[1060.523681640625 1780.379150390625 1233.22509765625 1871.9461669921875],0.4763944447040558,NA54KGJ,0.06863610131117567
955,547.0,[855.348616487577 1483.8707659623344 1436.2496601652897 1913.9695881137352],[1060.349853515625 1780.35791015625 1233.3197021484375 1871.947998046875],0.4763205945491791,NA54KGJ,0.06863610131117567
956,547.0,[852.8872820314625 1486.552285673589 1435.005552742228 1919.5304576777369],[1060.00634765625 1788.36083984375 1229.690185546875 1879.5830078125],0.4201487600803375,NA54KGJ,0.14181682745595545
963,532.0,[1084.0713017746293 1119.898694107368 1647.8104827034858 1649.2763548329121],[1276.0810546875 1434.5301513671875 1447.003662109375 1535.55615234375],0.5227299332618713,AK64DMV,0.3386756792826901
964,532.0,[1084.281487565319 1121.6282711252934 1650.8322541553703 1651.1501564863638],[1277.021728515625 1432.577880859375 1437.9532470703125 1537.13037109375],0.46987736225128174,AN64DMV,0.2401360769437123
965,532.0,[1083.3505986920768 1120.265359514478 1652.3233000002388 1650.2585527782348],[1283.8033447265625 1433.462158203125 1434.416748046875 1534.30908203125],0.4748457968235016,AK64DMC,0.39045193662527616
967,532.0,[1082.5695604358148 1125.8637866636184 1653.5812115241438 1653.4710110774797],[1287.999267578125 1437.17333984375 1435.692138671875 1532.900634765625],0.4275684952735901,AK64DMV,0.3580752808756611
968,532.0,[1081.7370366015698 1127.8495208121947 1653.6585982607849 1655.9765668564835],[1274.4532470703125 1429.5780029296875 1439.526123046875 1528.970947265625],0.49668222665786743,AM64DMV,0.24253331248407925
969,532.0,[1078.6614156774672 1130.1918038091028 1651.5671532182291 1658.5978250624182],[1257.5587158203125 1437.769775390625 1423.5753173828125 1527.063720703125],0.3621814548969269,AM64DMV,0.20032048184618323
975,532.0,[1071.26314783989 1139.0523941160432 1654.3860747217802 1666.9697230592633],[1228.613525390625 1452.00244140625 1413.3544921875 1539.47265625],0.44651588797569275,AK64DXY,0.2583748362641952
986,532.0,[1054.7678452112243 1159.0362732879519 1627.6553130710352 1690.3769940482823],[1242.6326904296875 1471.8955078125 1441.395751953125 1581.3277587890625],0.34429046511650085,AK64DKV,0.36106268513559137
987,532.0,[1054.2511524075185 1160.073307888304 1627.0906839071322 1691.4661337422308],[1237.01025390625 1473.09130859375 1425.6396484375 1577.179443359375],0.39435693621635437,AK64OMV,0.8600763528219926
988,532.0,[1053.2558705239255 1161.432858449218 1626.9737303816294 1693.1525396505901],[1232.53955078125 1475.9256591796875 1412.35791015625 1564.194580078125],0.4259524941444397,AK64OMV,0.6529497059088885
989,532.0,[1052.6308358306997 1163.5288695921995 1627.6145752920634 1696.6158649629256],[1242.6126708984375 1477.027587890625 1402.3311767578125 1565.375244140625],0.4772907793521881,AK64DMV,0.7846150921414128
990,532.0,[1052.9864176132091 1164.9071457956343 1628.5920111634837 1698.437095529985],[1232.305419921875 1478.251220703125 1402.4130859375 1564.17529296875],0.46755942702293396,AK64OMV,0.6994892701166678
991,532.0,[1053.25973045821 1165.2587969291267 1629.5726127599664 1699.1457641422758],[1232.3271484375 1478.21337890625 1402.609375 1564.0513916015625],0.46735692024230957,AK64OMV,0.6994892701166678
992,532.0,[1049.2753087496608 1165.6110422137162 1625.722785935763 1700.7143784400732],[1231.812255859375 1481.9278564453125 1408.6888427734375 1571.5924072265625],0.5137495994567871,AK64DMV,0.701684828850596
993,532.0,[1045.5091425030673 1165.3318818838472 1622.9272627735686 1701.0694023192593],[1251.8319091796875 1478.9754638671875 1416.6693115234375 1581.3665771484375],0.546230673789978,AK64DMV,0.6658031968098505
994,532.0,[1045.8563953735736 1165.5261894926016 1624.6193224026931 1702.5626727767913],[1239.637451171875 1478.7132568359375 1412.501708984375 1571.7381591796875],0.49924564361572266,AK64DMY,0.5361998119812649
995,532.0,[1045.4155761070615 1167.239412959359 1624.7877117442754 1706.0319982825467],[1245.5848388671875 1480.835693359375 1412.1126708984375 1566.9716796875],0.40082767605781555,AK64DMV,0.6912250513182328
996,532.0,[1039.2100708892676 1167.3278778060564 1622.8058471391932 1708.0355412742776],[1230.302001953125 1485.148681640625 1385.658447265625 1578.437255859375],0.46016454696655273,AK64DMF,0.28490634742094667
996,547.0,[806.9152149541841 1580.5365780526045 1421.361912143912 2048.4180796996416],[1001.0139770507812 1909.0177001953125 1202.752685546875 2011.275146484375],0.259969562292099,NU54KGJ,0.06180229388849579
997,532.0,[1036.297706369347 1166.940206457794 1623.000375704576 1709.025426765862],[1230.291748046875 1485.14404296875 1385.6728515625 1578.431640625],0.4602130949497223,AK64DMF,0.28490634742094667
998,532.0,[1036.2616199563374 1166.9326831075082 1625.842862997168 1710.0391555419615],[1231.287353515625 1491.4127197265625 1430.169677734375 1584.3519287109375],0.2657942771911621,AN64DMY,0.32678226723506193
999,532.0,[1032.8549627484742 1167.1903696765228 1622.571566031879 1711.4243661719045],[1236.2041015625 1494.782958984375 1415.557861328125 1586.993408203125],0.5415696501731873,AK64DMV,0.3946912902735169
1000,532.0,[1030.8640894758946 1167.4644900105618 1622.5177619713832 1712.8531078962183],[1225.526611328125 1491.6947021484375 1423.0712890625 1592.2525634765625],0.5736786723136902,AK64DMV,0.3945964489702738
1002,532.0,[1025.5794952045546 1173.5671330783625 1619.9781292484975 1720.1219889079666],[1212.5296630859375 1496.78369140625 1384.280517578125 1589.557861328125],0.5355755090713501,AK64DMV,0.45786997354617026
1003,532.0,[1024.4168881983371 1175.1520048680447 1620.0879252946868 1722.345376518317],[1212.6015625 1496.751708984375 1384.406005859375 1589.499755859375],0.5351921319961548,AK64DMV,0.45786997354617026
1008,532.0,[1021.9563854921257 1180.681082680152 1618.1169062956787 1732.545176871035],[1219.2867431640625 1513.126953125 1378.3651123046875 1605.187255859375],0.3375457227230072,AK54DMV,0.4773268669035572
1009,532.0,[1021.8437037021203 1180.9642753450785 1618.1420347739481 1733.645338840618],[1219.2352294921875 1513.17626953125 1378.433349609375 1605.188232421875],0.33734869956970215,AK54DMV,0.4773268669035572
1012,532.0,[1015.8309499050031 1186.4859230557963 1615.280708856423 1741.3984444104635],[1218.9521484375 1521.177978515625 1406.067138671875 1615.7958984375],0.5941928029060364,AK64DMV,0.3394052394594903
1013,532.0,[1015.851960338751 1189.1735582277875 1615.0232986686149 1745.34516614721],[1200.2369384765625 1524.9920654296875 1399.809814453125 1606.6007080078125],0.5443789958953857,AK64DMV,0.4525581058820035
1014,532.0,[1016.0517636155773 1190.8774896092416 1616.0456334168052 1748.2877576428043],[1199.27587890625 1521.7188720703125 1377.677734375 1604.3228759765625],0.5682157874107361,AK64DMV,0.577521273655834
1015,532.0,[1015.9555868693259 1191.2004427526792 1616.5584849575362 1749.4358673523886],[1199.457275390625 1521.7569580078125 1377.7576904296875 1604.3287353515625],0.568617045879364,AK64DMV,0.577521273655834
1016,532.0,[1015.0905274228544 1192.6960605709428 1618.3818029618 1752.7447005235335],[1201.5567626953125 1523.7689208984375 1360.995361328125 1616.0936279296875],0.46412795782089233,AK64DKC,0.1272199322882433
1017,532.0,[1011.569407236703 1193.9815667160724 1616.5193077647002 1755.4425494406273],[1217.3983154296875 1529.570556640625 1380.922119140625 1622.398193359375],0.5291103720664978,AK64DMV,0.6272613185566076
1018,547.0,[785.4029722492921 1645.685732106645 1418.1406702022675 2121.489465111676],[996.7120971679688 1981.1923828125 1179.69287109375 2073.806396484375],0.338135302066803,NA54KGJ,0.2095281587543514
1019,532.0,[1003.2587028875369 1200.2726312853056 1617.0057589290054 1762.5341648915228],[1192.49169921875 1531.8812255859375 1393.011962890625 1624.760009765625],0.606522798538208,AK64DMV,0.39383283024130444
1020,532.0,[1004.5646808381265 1202.2008343690145 1619.2680649874178 1763.7462205138945],[1208.519775390625 1533.5496826171875 1378.822998046875 1626.2552490234375],0.5519482493400574,AK64DMV,0.6351786981069752
1021,532.0,[1004.8305689973586 1202.9562157141481 1620.3543925382578 1763.9521417672672],[1208.67919921875 1533.564697265625 1378.6973876953125 1626.182373046875],0.5511764287948608,AK64DMV,0.6351786981069752
1022,532.0,[1004.6611986359696 1203.0572795676565 1619.8209294119163 1765.3857076601646],[1196.6107177734375 1541.6363525390625 1355.7059326171875 1634.9622802734375],0.42769667506217957,AK64DAE,0.255438618186351
1023,532.0,[1000.3451975411963 1204.5282978637238 1616.1507304741986 1767.9551235341837],[1198.31494140625 1545.4969482421875 1394.135498046875 1636.8548583984375],0.574625551700592,AR64DMV,0.5707244321491912
1024,532.0,[1000.0656386222286 1206.640065668242 1614.967806483488 1770.7163353896574],[1193.876953125 1543.1927490234375 1377.53466796875 1634.900390625],0.6047531962394714,AO64DMV,0.5698593014898472
1024,547.0,[782.4041205783319 1662.8809551314155 1415.6658756255606 2139.4451098431264],[991.0819702148438 2004.5892333984375 1179.243408203125 2097.50341796875],0.34340450167655945,NA54KGJ,0.18559384298436024
1025,532.0,[998.7418209448991 1209.7148028380425 1613.5300581849524 1774.4633502643787],[1183.0546875 1545.4921875 1379.1954345703125 1634.39208984375],0.5220451354980469,AK64DMV,0.3906873042377077
1036,532.0,[981.3675492494224 1229.743230986315 1595.1873539509218 1800.471209022129],[1178.60400390625 1573.35302734375 1349.103759765625 1657.1787109375],0.48092421889305115,AK64DMV,0.7331691725147617
1040,532.0,[980.9026849356374 1233.4634879809028 1594.6823997909187 1805.8378435133627],[1192.2471923828125 1578.179443359375 1350.916748046875 1665.58154296875],0.45486679673194885,AK64DMV,0.6361799647489069
1041,532.0,[979.8350191778511 1234.1975962484203 1593.9870779572936 1806.6587594827156],[1178.61083984375 1578.53173828125 1359.747314453125 1676.94873046875],0.5828869938850403,AK64DMV,0.5547321459481923
1042,532.0,[979.4572226455172 1235.1459837545056 1592.9806529378357 1807.4914339867485],[1156.91748046875 1579.875732421875 1356.4248046875 1685.3583984375],0.5350322127342224,AK64DMV,0.608559085032624
1043,532.0,[978.120181153315 1236.8391252934125 1591.810889442439 1808.8391852131454],[1180.916259765625 1584.09033203125 1366.444580078125 1699.545166015625],0.5138632655143738,AK64DMV,0.4180481476811267
1044,532.0,[974.1338433885185 1239.2961676737302 1588.2067037369584 1810.8489643209844],[1177.8828125 1589.354736328125 1362.7369384765625 1686.6339111328125],0.5879188179969788,AK64DMV,0.6948494567974112
